" Datos Básicos  - Familiares que trabajan en explotaciones agrarias"
"Datos de: INDICADOR=FAMILIARES QUE TRABAJAN EN EXPLOTACIONES AGRARIAS"
"FAMILIA INDICADOR",,"AGRICULTURA",
"INDICADOR",,"FAMILIARES QUE TRABAJAN EN EXPLOTACIONES AGRARIAS",
,,VALOR,
FECHA,MUNICIPIO,Sum,
,"49151 PERDIGON (EL)",         159,
,"49152 PERERUELA",         302,
,"49153 PERILLA DE CASTRO",          95,
,"49154 PIAS",         107,
,"49155 PIEDRAHITA DE CASTRO",          75,
,"49156 PINILLA DE TORO",         117,
,"49157 PINO DEL ORO",         109,
,"49158 PIÑERO (EL)",         123,
,"49159 POBLADURA DEL VALLE",         112,
,"49160 POBLADURA DE VALDERADUEY",          31,
,"49162 PORTO",         197,
,"49163 POZOANTIGUO",         133,
,"49164 POZUELO DE TABARA",          94,
,"49165 PRADO",          52,
,"49166 PUEBLA DE SANABRIA",         109,
,"49167 PUEBLICA DE VALVERDE",         181,
,"49168 QUINTANILLA DEL MONTE",          84,
,"49169 QUINTANILLA DEL OLMO",          32,
,"49170 QUINTANILLA DE URZ",         123,
,"49171 QUIRUELAS DE VIDRIALES",         381,
,"49172 RABANALES",         516,
,"49173 RABANO DE ALISTE",         293,
,"49174 REQUEJO",          92,
,"49175 REVELLINOS",         136,
,"49176 RIOFRIO DE ALISTE",         790,
,"49177 RIONEGRO DEL PUENTE",         119,
,"49178 ROALES",          89,
,"49179 ROBLEDA-CERVANTES",         320,
,"49180 ROELOS DE SAYAGO",          86,
,"49181 ROSINOS DE LA REQUEJADA",         311,
,"49183 SALCE",          62,
,"49184 SAMIR DE LOS CAÑOS",         119,
,"49185 SAN AGUSTIN DEL POZO",         107,
,"49186 SAN CEBRIAN DE CASTRO",         168,
,"49187 SAN CRISTOBAL DE ENTREVIÑAS",         586,
,"49188 SAN ESTEBAN DEL MOLAR",         119,
,"49189 SAN JUSTO",         205,
,"49190 SAN MARTIN DE VALDERADUEY",          57,
,"49191 SAN MIGUEL DE LA RIBERA",         168,
,"49192 SAN MIGUEL DEL VALLE",          61,
,"49193 SAN PEDRO DE CEQUE",         479,
,"49194 SAN PEDRO DE LA NAVE-ALMENDRA",         165,
,"49197 SANTA CLARA DE AVEDILLO",         102,
,"49199 SANTA COLOMBA DE LAS MONJAS",         118,
,"49200 SANTA CRISTINA DE LA POLVOROSA",         230,
,"49201 SANTA CROYA DE TERA",         222,
,"49202 SANTA EUFEMIA DEL BARCO",         165,
,"49203 SANTA MARIA DE LA VEGA",         170,
,"49204 SANTA MARIA DE VALVERDE",          77,
,"49205 SANTIBAÑEZ DE TERA",         293,
,"49206 SANTIBAÑEZ DE VIDRIALES",         975,
,"49207 SANTOVENIA",         121,
,"49208 SAN VICENTE DE LA CABEZA",         436,
,"49209 SAN VITERO",         280,
,"49210 SANZOLES",         162,
,"49214 TABARA",         297,
,"49216 TAPIOLES",         107,
,"49219 TORO",        1264,
,"49220 TORRE DEL VALLE (LA)",         109,
,"49221 TORREGAMONES",         152,
,"49222 TORRES DEL CARRIZAL",         139,
,"49223 TRABAZOS",         350,
,"49224 TREFACIO",         104,
,"49225 UÑA DE QUINTANA",         245,
,"49226 VADILLO DE LA GUAREÑA",          92,
,"49227 VALCABADO",          93,
,"49228 VALDEFINJAS",          40,
,"49229 VALDESCORRIEL",          88,
,"49230 VALLESA DE LA GUAREÑA",          67,
,"49231 VEGA DE TERA",         361,
,"49232 VEGA DE VILLALOBOS",          32,
,"49233 VEGALATRAVE",          69,
,"49234 VENIALBO",         164,
,"49235 VEZDEMARBAN",         132,
,"49236 VIDAYANES",          83,
,"49237 VIDEMALA",         145,
,"49238 VILLABRAZARO",         143,
,"49239 VILLABUENA DEL PUENTE",          72,
,"49240 VILLADEPERA",         144,
,"49241 VILLAESCUSA",         113,
,"49242 VILLAFAFILA",         232,
,"49243 VILLAFERRUEÑA",          80,
,"49244 VILLAGERIZ",          48,
,"49245 VILLALAZAN",         106,
,"49246 VILLALBA DE LA LAMPREANA",          87,
,"49247 VILLALCAMPO",         669,
,"49248 VILLALOBOS",         134,
,"49249 VILLALONSO",          57,
,"49250 VILLALPANDO",         292,
,"49251 VILLALUBE",         105,
,"49252 VILLAMAYOR DE CAMPOS",         103,
,"49255 VILLAMOR DE LOS ESCUDEROS",         200,
,"49256 VILLANAZAR",         159,
,"49257 VILLANUEVA DE AZOAGUE",         142,
,"49258 VILLANUEVA DE CAMPEAN",          49,
,"49259 VILLANUEVA DE LAS PERAS",         169,
,"49260 VILLANUEVA DEL CAMPO",         162,
,"49261 VILLARALBO",         148,
,"49262 VILLARDECIERVOS",         183,
,"49263 VILLAR DE FALLAVES",          59,
,"49264 VILLAR DEL BUEY",         473,
,"49265 VILLARDIEGUA DE LA RIBERA",          99,
,"49266 VILLARDIGA",          47,
,"49267 VILLARDONDIEGO",          54,
,"49268 VILLARRIN DE CAMPOS",         138,
,"49269 VILLASECO DEL PAN",         209,
,"49270 VILLAVENDIMIO",          78,
,"49271 VILLAVEZA DEL AGUA",          86,
,"49272 VILLAVEZA DE VALVERDE",          80,
,"49273 VIÑAS",         151,
,"49275 ZAMORA",        1046,
,"TOTAL",      328164,
"1999","05001 ADANERO",          45,
,"05002 ADRADA (LA)",         169,
,"05005 ALBORNOS",          74,
,"05007 ALDEANUEVA DE SANTA CRUZ",          39,
,"05008 ALDEASECA",          88,
,"05010 ALDEHUELA (LA)",          59,
,"05012 AMAVIDA",          33,
,"05013 ARENAL (EL)",         810,
,"05014 ARENAS DE SAN PEDRO",        1766,
,"05015 AREVALILLO",          21,
,"05016 AREVALO",         126,
,"05017 AVEINTE",          31,
,"05018 AVELLANEDA",          11,
,"05019 AVILA",         261,
,"05021 BARCO DE AVILA (EL)",          89,
,"05022 BARRACO (EL)",         809,
,"05023 BARROMAN",          50,
,"05024 BECEDAS",          76,
,"05025 BECEDILLAS",          31,
,"05026 BERCIAL DE ZAPARDIEL",          75,
,"05027 BERLANAS (LAS)",          69,
,"05029 BERNUY-ZAPARDIEL",          41,
,"05030 BERROCALEJO DE ARAGONA",          20,
,"05033 BLASCOMILLAN",          65,
,"05034 BLASCONUÑO DE MATACABRAS",          20,
,"05035 BLASCOSANCHO",          89,
,"05036 BOHODON (EL)",          83,
,"05037 BOHOYO",         230,
,"05038 BONILLA DE LA SIERRA",          76,
,"05039 BRABOS",          31,
,"05040 BULARROS",          54,
,"05041 BURGOHONDO",         651,
,"05042 CABEZAS DE ALAMBRE",          41,
,"05043 CABEZAS DEL POZO",          64,
,"05044 CABEZAS DEL VILLAR",         114,
,"05045 CABIZUELA",          57,
,"05046 CANALES",          23,
,"05047 CANDELEDA",        2229,
,"05048 CANTIVEROS",          38,
,"05049 CARDEÑOSA",         114,
,"05051 CARRERA (LA)",          95,
,"05052 CASAS DEL PUERTO",          25,
,"05053 CASASOLA",          36,
,"05054 CASAVIEJA",         772,
,"05055 CASILLAS",          95,
,"05056 CASTELLANOS DE ZAPARDIEL",          41,
,"05057 CEBREROS",        1543,
,"05058 CEPEDA LA MORA",          50,
,"05059 CILLAN",          27,
,"05060 CISLA",          57,
,"05061 COLILLA (LA)",          24,
,"05062 COLLADO DE CONTRERAS",          80,
,"05063 COLLADO DEL MIRON",          16,
,"05064 CONSTANZANA",          91,
,"05065 CRESPOS",         114,
,"05066 CUEVAS DEL VALLE",         429,
,"05067 CHAMARTIN",          21,
,"05069 DONJIMENO",          45,
,"05070 DONVIDAS",          38,
,"05072 ESPINOSA DE LOS CABALLEROS",          50,
,"05073 FLORES DE AVILA",         112,
,"05074 FONTIVEROS",         148,
,"05075 FRESNEDILLA",          56,
,"05076 FRESNO (EL)",          77,
,"05077 FUENTE EL SAUZ",          66,
,"05078 FUENTES DE AÑO",          72,
,"05079 GALLEGOS DE ALTAMIROS",          40,
,"05080 GALLEGOS DE SOBRINOS",          31,
,"05081 GARGANTA DEL VILLAR",          48,
,"05082 GAVILANES",         246,
,"05083 GEMUÑO",          83,
,"05084 GILBUENA",          48,
,"05085 GIL GARCIA",          22,
,"05086 GIMIALCON",          69,
,"05087 GOTARRENDURA",          31,
,"05088 GRANDES Y SAN MARTIN",          27,
,"05089 GUISANDO",         281,
,"05090 GUTIERRE-MUÑOZ",          45,
,"05092 HERNANSANCHO",          50,
,"05093 HERRADON DE PINARES",          59,
,"05094 HERREROS DE SUSO",         102,
,"05095 HIGUERA DE LAS DUEÑAS",         123,
,"05096 HIJA DE DIOS (LA)",           7,
,"05097 HORCAJADA (LA)",         303,
,"05099 HORCAJO DE LAS TORRES",         166,
,"05100 HORNILLO (EL)",         551,
,"05101 HOYOCASERO",          67,
,"05102 HOYO DE PINARES (EL)",         869,
,"05103 HOYORREDONDO",          52,
,"05104 HOYOS DEL COLLADO",          30,
,"05105 HOYOS DEL ESPINO",          70,
,"05106 HOYOS DE MIGUEL MUÑOZ",          18,
,"05107 HURTUMPASCUAL",          19,
,"05108 JUNCIANA",          23,
,"05109 LANGA",         104,
,"05110 LANZAHITA",         272,
,"05112 LOSAR DEL BARCO (EL)",          65,
,"05113 LLANOS DE TORMES (LOS)",          60,
,"05114 MADRIGAL DE LAS ALTAS TORRES",         235,
,"05115 MAELLO",          90,
,"05116 MALPARTIDA DE CORNEJA",          45,
,"05117 MAMBLAS",          67,
,"05118 MANCERA DE ARRIBA",          32,
,"05119 MANJABALAGO Y ORTIGOSA DE RIOALMAR",          14,
,"05120 MARLIN",           4,
,"05121 MARTIHERRERO",          31,
,"05122 MARTINEZ",          48,
,"05123 MEDIANA DE VOLTOYA",          16,
,"05124 MEDINILLA",         120,
,"05125 MENGAMUÑOZ",          27,
,"05126 MESEGAR DE CORNEJA",          30,
,"05127 MIJARES",         811,
,"05128 MINGORRIA",          73,
,"05129 MIRON (EL)",          57,
,"05130 MIRONCILLO",          18,
,"05131 MIRUEÑA DE LOS INFANZONES",          36,
,"05132 MOMBELTRAN",         597,
,"05133 MONSALUPE",          21,
,"05134 MORALEJA DE MATACABRAS",          20,
,"05135 MUÑANA",          59,
,"05136 MUÑICO",          25,
,"05138 MUÑOGALINDO",          69,
,"05139 MUÑOGRANDE",          52,
,"05140 MUÑOMER DEL PECO",          45,
,"05141 MUÑOPEPE",          54,
,"05142 MUÑOSANCHO",          63,
,"05143 MUÑOTELLO",          45,
,"05144 NARRILLOS DEL ALAMO",          25,
,"05145 NARRILLOS DEL REBOLLAR",          42,
,"05147 NARROS DEL CASTILLO",          69,
,"05148 NARROS DEL PUERTO",           7,
,"05149 NARROS DE SALDUEÑA",          41,
,"05151 NAVACEPEDILLA DE CORNEJA",          31,
,"05152 NAVA DE AREVALO",         274,
,"05153 NAVA DEL BARCO",         122,
,"05154 NAVADIJOS",          30,
,"05155 NAVAESCURIAL",          28,
,"05156 NAVAHONDILLA",          71,
,"05157 NAVALACRUZ",          78,
,"05158 NAVALMORAL",         336,
,"05159 NAVALONGUILLA",         153,
,"05160 NAVALOSA",         101,
,"05161 NAVALPERAL DE PINARES",          47,
,"05162 NAVALPERAL DE TORMES",          38,
,"05163 NAVALUENGA",         507,
,"05164 NAVAQUESERA",          10,
,"05165 NAVARREDONDA DE GREDOS",          65,
,"05166 NAVARREDONDILLA",         305,
,"05167 NAVARREVISCA",          74,
,"05168 NAVAS DEL MARQUES (LAS)",         182,
,"05169 NAVATALGORDO",         141,
,"05170 NAVATEJARES",          40,
,"05171 NEILA DE SAN MIGUEL",          42,
,"05172 NIHARRA",          43,
,"05173 OJOS-ALBOS",          14,
,"05174 ORBITA",          50,
,"05175 OSO (EL)",          45,
,"05176 PADIERNOS",          46,
,"05177 PAJARES DE ADAJA",         122,
,"05178 PALACIOS DE GODA",         171,
,"05179 PAPATRIGO",          79,
,"05180 PARRAL (EL)",          38,
,"05181 PASCUALCOBO",          24,
,"05182 PEDRO BERNARDO",        1290,
,"05183 PEDRO-RODRIGUEZ",          67,
,"05184 PEGUERINOS",          73,
,"05185 PEÑALBA DE AVILA",          61,
,"05186 PIEDRAHITA",          57,
,"05187 PIEDRALAVES",         661,
,"05188 POVEDA",          19,
,"05189 POYALES DEL HOYO",         376,
,"05190 POZANCO",          38,
,"05191 PRADOSEGAR",          17,
,"05192 PUERTO CASTILLA",          37,
,"05193 RASUEROS",          96,
,"05194 RIOCABADO",          50,
,"05195 RIOFRIO",          62,
,"05196 RIVILLA DE BARAJAS",          18,
,"05197 SALOBRAL",          36,
,"05198 SALVADIOS",          52,
,"05199 SAN BARTOLOME DE BEJAR",          42,
,"05200 SAN BARTOLOME DE CORNEJA",          29,
,"05201 SAN BARTOLOME DE PINARES",         316,
,"05204 SANCHIDRIAN",          87,
,"05205 SANCHORREJA",          41,
,"05206 SAN ESTEBAN DE LOS PATOS",          13,
,"05207 SAN ESTEBAN DEL VALLE",         833,
,"05208 SAN ESTEBAN DE ZAPARDIEL",          36,
,"05209 SAN GARCIA DE INGELMOS",          44,
,"05210 SAN JUAN DE LA ENCINILLA",          54,
,"05211 SAN JUAN DE LA NAVA",         440,
,"05212 SAN JUAN DEL MOLINILLO",         232,
,"05213 SAN JUAN DEL OLMO",          50,
,"05214 SAN LORENZO DE TORMES",          17,
,"05215 SAN MARTIN DE LA VEGA DEL ALBERCHE",          57,
,"05216 SAN MARTIN DEL PIMPOLLAR",          80,
,"05217 SAN MIGUEL DE CORNEJA",          17,
,"05218 SAN MIGUEL DE SERREZUELA",          52,
,"05219 SAN PASCUAL",          33,
,"05220 SAN PEDRO DEL ARROYO",          67,
,"05221 SANTA CRUZ DEL VALLE",         349,
,"05222 SANTA CRUZ DE PINARES",         118,
,"05224 SANTA MARIA DEL ARROYO",          24,
,"05225 SANTA MARIA DEL BERROCAL",         107,
,"05226 SANTA MARIA DE LOS CABALLEROS",          74,
,"05227 SANTA MARIA DEL TIETAR",         159,
,"05228 SANTIAGO DEL COLLADO",          92,
,"05229 SANTO DOMINGO DE LAS POSADAS",          45,
,"05230 SANTO TOME DE ZABARCOS",          35,
,"05231 SAN VICENTE DE AREVALO",          61,
,"05232 SERRADA (LA)",          29,
,"05233 SERRANILLOS",          21,
,"05234 SIGERES",          34,
,"05235 SINLABAJOS",          82,
,"05236 SOLANA DE AVILA",          64,
,"05237 SOLANA DE RIOALMAR",          68,
,"05238 SOLOSANCHO",         190,
,"05239 SOTALBO",          73,
,"05240 SOTILLO DE LA ADRADA",        1053,
,"05241 TIEMBLO (EL)",         810,
,"05242 TIÑOSILLOS",          81,
,"05243 TOLBAÑOS",          58,
,"05244 TORMELLAS",          58,
,"05245 TORNADIZOS DE AVILA",          63,
,"05246 TORTOLES",          44,
,"05247 TORRE (LA)",         119,
,"05249 UMBRIAS",          54,
,"05251 VADILLO DE LA SIERRA",          56,
,"05252 VALDECASA",          28,
,"05253 VEGA DE SANTA MARIA",          52,
,"05254 VELAYOS",          44,
,"05256 VILLAFLOR",          49,
,"05257 VILLAFRANCA DE LA SIERRA",          29,
,"05258 VILLANUEVA DE GOMEZ",          32,
,"05259 VILLANUEVA DEL ACERAL",          38,
,"05260 VILLANUEVA DEL CAMPILLO",          44,
,"05261 VILLAR DE CORNEJA",          44,
,"05262 VILLAREJO DEL VALLE",         410,
,"05263 VILLATORO",          53,
,"05264 VIÑEGRA DE MORAÑA",          39,
,"05265 VITA",          40,
,"05266 ZAPARDIEL DE LA CAÑADA",          53,
,"05267 ZAPARDIEL DE LA RIBERA",          46,
,"05901 SAN JUAN DE GREDOS",          97,
,"05902 SANTA MARIA DEL CUBILLO",          78,
,"05903 DIEGO DEL CARPIO",          45,
,"05904 SANTIAGO DEL TORMES",          70,
,"05905 VILLANUEVA DE AVILA",         174,
,"09001 ABAJAS",           7,
,"09003 ADRADA DE HAZA",          63,
,"09006 AGUAS CANDIDAS",          49,
,"09007 AGUILAR DE BUREBA",          36,
,"09009 ALBILLOS",          39,
,"09010 ALCOCERO DE MOLA",          16,
,"09011 ALFOZ DE BRICIA",          40,
,"09012 ALFOZ DE SANTA GADEA",          55,
,"09013 ALTABLE",          33,
,"09014 ALTOS (LOS)",          85,
,"09016 AMEYUGO",          18,
,"09017 ANGUIX",         130,
,"09018 ARANDA DE DUERO",        1226,
,"09019 ARANDILLA",          77,
,"09020 ARAUZO DE MIEL",          52,
,"09021 ARAUZO DE SALCE",          29,
,"09022 ARAUZO DE TORRE",          67,
,"09023 ARCOS",          81,
,"09024 ARENILLAS DE RIOPISUERGA",          57,
,"09025 ARIJA",           7,
,"09026 ARLANZON",          73,
,"09027 ARRAYA DE OCA",          20,
,"09029 ATAPUERCA",          35,
,"09030 AUSINES (LOS)",          44,
,"09032 AVELLANOSA DE MUÑO",          66,
,"09033 BAHABON DE ESGUEVA",          40,
,"09034 BALBASES (LOS)",          90,
,"09035 BAÑOS DE VALDEARADOS",         451,
,"09036 BAÑUELOS DE BUREBA",          26,
,"09037 BARBADILLO DE HERREROS",          17,
,"09038 BARBADILLO DEL MERCADO",          19,
,"09039 BARBADILLO DEL PEZ",          12,
,"09041 BARRIO DE MUÑO",          14,
,"09043 BARRIOS DE BUREBA (LOS)",         141,
,"09044 BARRIOS DE COLINA",          21,
,"09045 BASCONCILLOS DEL TOZO",         152,
,"09046 BASCUÑANA",          38,
,"09047 BELBIMBRE",          23,
,"09048 BELORADO",         249,
,"09050 BERBERANA",          27,
,"09051 BERLANGAS DE ROA",         101,
,"09052 BERZOSA DE BUREBA",          27,
,"09054 BOZOO",          44,
,"09055 BRAZACORTA",          53,
,"09056 BRIVIESCA",         245,
,"09057 BUGEDO",          21,
,"09058 BUNIEL",          52,
,"09059 BURGOS",         313,
,"09060 BUSTO DE BUREBA",          99,
,"09061 CABAÑES DE ESGUEVA",          79,
,"09062 CABEZON DE LA SIERRA",          12,
,"09063 CAVIA",          63,
,"09064 CALERUEGA",         171,
,"09065 CAMPILLO DE ARANDA",          91,
,"09066 CAMPOLARA",           4,
,"09067 CANICOSA DE LA SIERRA",          32,
,"09068 CANTABRANA",           6,
,"09070 CARAZO",          22,
,"09071 CARCEDO DE BUREBA",          16,
,"09072 CARCEDO DE BURGOS",          45,
,"09073 CARDEÑADIJO",          17,
,"09074 CARDEÑAJIMENO",          25,
,"09075 CARDEÑUELA RIOPICO",          12,
,"09076 CARRIAS",          26,
,"09077 CASCAJARES DE BUREBA",          25,
,"09078 CASCAJARES DE LA SIERRA",           8,
,"09079 CASTELLANOS DE CASTRO",          24,
,"09082 CASTILDELGADO",          15,
,"09083 CASTIL DE PEONES",          13,
,"09084 CASTRILLO DE LA REINA",          63,
,"09085 CASTRILLO DE LA VEGA",         342,
,"09086 CASTRILLO DEL VAL",          32,
,"09088 CASTRILLO DE RIOPISUERGA",          26,
,"09090 CASTRILLO MOTA DE JUDIOS",          39,
,"09091 CASTROJERIZ",         218,
,"09093 CAYUELA",          37,
,"09094 CEBRECOS",          38,
,"09095 CELADA DEL CAMINO",          35,
,"09098 CEREZO DE RIO TIRON",         128,
,"09100 CERRATON DE JUARROS",          34,
,"09101 CIADONCHA",          67,
,"09102 CILLAPERLATA",           9,
,"09103 CILLERUELO DE ABAJO",         112,
,"09104 CILLERUELO DE ARRIBA",          36,
,"09105 CIRUELOS DE CERVERA",          88,
,"09108 COGOLLOS",          35,
,"09109 CONDADO DE TREVIÑO",         400,
,"09110 CONTRERAS",          37,
,"09112 CORUÑA DEL CONDE",          81,
,"09113 COVARRUBIAS",         176,
,"09114 CUBILLO DEL CAMPO",          14,
,"09115 CUBO DE BUREBA",          41,
,"09117 CUEVA DE ROA (LA)",          58,
,"09119 CUEVAS DE SAN CLEMENTE",          10,
,"09120 ENCIO",          21,
,"09122 ESPINOSA DE CERVERA",          40,
,"09123 ESPINOSA DEL CAMINO",           9,
,"09124 ESPINOSA DE LOS MONTEROS",         345,
,"09125 ESTEPAR",         259,
,"09127 FONTIOSO",          33,
,"09128 FRANDOVINEZ",          32,
,"09129 FRESNEDA DE LA SIERRA TIRON",          25,
,"09130 FRESNEÑA",          64,
,"09131 FRESNILLO DE LAS DUEÑAS",          25,
,"09132 FRESNO DE RIO TIRON",          68,
,"09133 FRESNO DE RODILLA",          19,
,"09134 FRIAS",          39,
,"09135 FUENTEBUREBA",          41,
,"09136 FUENTECEN",         186,
,"09137 FUENTELCESPED",         265,
,"09138 FUENTELISENDO",          80,
,"09139 FUENTEMOLINOS",          88,
,"09140 FUENTENEBRO",         123,
,"09141 FUENTESPINA",         283,
,"09143 GALBARROS",          27,
,"09144 GALLEGA (LA)",          11,
,"09148 GRIJALBA",          23,
,"09149 GRISALEÑA",          33,
,"09151 GUMIEL DE IZAN",         581,
,"09152 GUMIEL DE MERCADO",         103,
,"09154 HACINAS",          76,
,"09155 HAZA",         265,
,"09159 HONTANAS",          28,
,"09160 HONTANGAS",          55,
,"09162 HONTORIA DE LA CANTERA",          30,
,"09163 HONTORIA DEL PINAR",          79,
,"09164 HONTORIA DE VALDEARADOS",         261,
,"09166 HORMAZAS (LAS)",          59,
,"09167 HORNILLOS DEL CAMINO",          30,
,"09168 HORRA (LA)",         361,
,"09169 HORTIGÜELA",           7,
,"09170 HOYALES DE ROA",         139,
,"09172 HUERMECES",          50,
,"09173 HUERTA DE ARRIBA",          36,
,"09174 HUERTA DE REY",         199,
,"09175 HUMADA",          68,
,"09176 HURONES",           9,
,"09177 IBEAS DE JUARROS",         103,
,"09178 IBRILLOS",          38,
,"09179 IGLESIARRUBIA",          21,
,"09180 IGLESIAS",          39,
,"09181 ISAR",          80,
,"09182 ITERO DEL CASTILLO",          52,
,"09183 JARAMILLO DE LA FUENTE",           3,
,"09184 JARAMILLO QUEMADO",           2,
,"09189 JUNTA DE TRASLALOMA",          79,
,"09190 JUNTA DE VILLALBA DE LOSA",          48,
,"09191 JURISDICCION DE LARA",          16,
,"09192 JURISDICCION DE SAN ZADORNIL",          10,
,"09194 LERMA",         291,
,"09195 LLANO DE BUREBA",          18,
,"09196 MADRIGAL DEL MONTE",          80,
,"09197 MADRIGALEJO DEL MONTE",          36,
,"09198 MAHAMUD",          62,
,"09199 MAMBRILLA DE CASTREJON",         130,
,"09200 MAMBRILLAS DE LARA",          18,
